clean_name,cluster,xgbprob,xgbverdict,lmscore
DRIP_NT2_Chedin_S9.6_SRX113813,1,0.993509829044342,1,81.56986371543228
DRIP_NT2_Chedin_S9.6_SRX113812,1,0.993509829044342,1,68.81189207079152
DRIPc_NT2_Chedin_S9.6_SRX1070676,1,0.993509829044342,1,59.10671043164226
DRIPc_NT2_Chedin_S9.6_SRX1070677,1,0.993509829044342,1,71.1990439793788
DRIP_NT2_Chedin_S9.6_SRX1070678,1,0.993509829044342,1,105.45701863464909
DRIP_NT2_Chedin_S9.6_SRX1070679,1,0.993509829044342,1,94.04885649733558
DRIP_NT2_Chedin_S9.6_SRX1070680,1,0.993509829044342,1,106.82317296745305
DRIP_NT2_Chedin_RNH_SRX1070681,0,0.010416234843432903,0,24.51102803428124
DRIP_K562_Chedin_S9.6_SRX1070682,1,0.993509829044342,1,98.89355863974816
DRIP_JURKAT_Szekvolgyi_S9.6_SRX2455195,0,0.010416234843432903,0,-2.609447843971896
DRIP_JURKAT_Szekvolgyi_S9.6_SRX2455191,0,0.010416234843432903,0,-1.2353296182741336
DRIP_TCELL_Szekvolgyi_S9.6_SRX2455189,0,0.010416234843432903,0,0.7654144269468949
DRIP_TCELL_Szekvolgyi_S9.6_SRX2455192,0,0.010416234843432903,0,1.2741005866573922
DRIP_MCF7_Cimprich_S9.6_SRX1798983,1,0.993509829044342,1,107.20161938016304
DRIP_MCF7_Cimprich_RNH_SRX1798985,0,0.010416234843432903,0,8.66127815764181
DRIP_MCF7_Cimprich_S9.6_SRX1798986,1,0.9834083318710327,1,105.03057674123015
DRIP_MCF7_Cimprich_S9.6_SRX1798988,1,0.9834083318710327,1,103.1385847023191
DRIP_MCF7_Cimprich_RNH_SRX1798989,0,0.010416234843432903,0,-18.430298482719326
DRIP_U2OS_Capranico_S9.6_SRX4231163,1,0.993509829044342,1,89.8006645627994
DRIP_U2OS_Capranico_S9.6_SRX4231164,1,0.993509829044342,1,90.80181649191033
DRIP_U2OS_Capranico_S9.6_SRX4231165,1,0.993509829044342,1,94.03183646310593
